PID,Core Count,Core Clock,Boost Clock,TDP,Series,Microarchitecture,Core Family,Socket,Maximum Supported Memory,ECC Support,Packaging,Includes CPU Cooler,L1 Cache,L2 Cache,L3 Cache,Lithography,Simultaneous Multithreading,Integrated Graphics
16349,2,3,,35,9,6,9,0,64,N,0,Y,"2 x 64 kB Instruction
2 x 32 kB Data",2 x 512 kB,1 x 4 MB,14,Y,4
16350,12,3,4,105,2,1,1,0,128,N,1,N,"12 x 32 kB Instruction
12 x 64 kB Data",12 x 512 kB,4 x 16 MB,7,Y,
16351,4,3,,77,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,14
16352,16,3,4,180,7,6,15,5,1024,Y,0,N,"16 x 64 kB Instruction
16 x 32 kB Data",16 x 512 kB,1 x 32 MB,14,Y,
16353,6,4,5,95,3,7,11,3,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16354,6,3,,95,13,15,21,9,,N,1,N,"3 x 64 kB Instruction
6 x 16 kB Data",3 x 2 MB,1 x 8 MB,32,N,
16355,6,3,3,65,0,4,5,0,64,N,1,N,"6 x 64 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 15.99 MB,12,Y,
16356,6,3,4,65,4,5,7,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16357,2,3,,65,6,17,23,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,32,Y,15
16358,10,2,3,105,16,16,26,10,,Y,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 25 MB,22,Y,
16359,14,2,3,120,16,18,24,10,1536,Y,0,N,"14 x 32 kB Instruction
14 x 32 kB Data",14 x 256 kB,1 x 35 MB,14,Y,
16360,8,3,5,95,5,5,7,3,128,N,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,1
16361,4,3,4,65,3,8,12,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,7
16362,18,3,4,165,5,10,32,7,128,N,1,N,"18 x 32 kB Instruction
18 x 32 kB Data",18 x 1 MB,1 x 24.75 kB,14,Y,
16363,4,3,4,65,6,2,3,1,128,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,1
16364,4,3,3,84,4,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16365,16,2,3,135,16,16,26,10,,Y,1,N,"16 x 32 kB Instruction
16 x 32 kB Data",16 x 256 kB,1 x 40 MB,22,Y,
16366,2,3,,54,6,16,22,6,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,20
16367,4,3,,95,4,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,32,N,15
16368,2,2,,55,14,14,19,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,22,N,16
16369,4,3,4,65,0,4,8,0,64,N,1,N,"4 x 32 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 4 MB,12,Y,5
16370,6,3,3,140,3,18,33,10,,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,14,Y,
16371,8,2,3,130,16,17,25,11,,Y,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,32,Y,
16372,2,3,,54,17,10,14,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,N,21
16373,6,3,4,140,3,10,32,7,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 1 MB,1 x 8.25 MB,14,Y,
16374,2,3,,53,17,11,16,6,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
16375,4,3,3,65,4,8,12,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
16376,4,2,,95,4,22,34,14,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,N,
16377,4,3,3,65,0,6,9,0,,N,1,N,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 4 MB,14,Y,5
16378,10,3,3,160,16,16,26,10,,Y,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 25 MB,22,Y,
16379,8,2,3,95,16,14,35,11,,Y,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,22,Y,
16380,2,3,,58,14,2,3,1,128,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,N,9
16381,2,3,,55,6,14,19,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,14
16382,4,3,,95,13,15,21,9,,N,0,Y,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 4 MB,32,N,
16383,6,3,4,65,4,7,11,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16384,6,3,4,65,3,7,11,3,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16385,8,3,,125,13,15,21,9,,Y,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16386,16,3,4,105,2,1,1,0,128,N,1,N,"16 x 32 kB Instruction
16 x 64 kB Data",16 x 512 kB,4 x 16 MB,7,Y,
16387,2,3,,54,14,7,11,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,14,N,9
16388,18,2,4,165,5,10,32,7,128,N,0,N,"18 x 32 kB Instruction
18 x 32 kB Data",18 x 1 MB,1 x 24 MB,14,Y,
16389,2,3,3,65,12,23,36,15,,N,0,Y,"1 x 96 kB Instruction
2 x 16 kB Data",1 x 1 MB,,28,N,11
16390,8,4,4,125,13,15,21,9,,N,0,Y,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16391,4,3,,95,3,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,32,Y,17
16392,4,3,,95,21,19,37,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
16393,6,3,,130,3,17,38,11,,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,32,Y,
16394,2,3,,54,6,11,16,6,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,20
16395,4,3,4,65,4,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
16396,4,3,,95,4,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 256 kB,1 x 6 MB,32,N,15
16397,2,3,,55,6,14,19,8,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,14
16398,2,2,,55,17,14,19,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
16399,10,3,4,140,5,10,32,7,128,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 1 MB,1 x 13.75 MB,14,Y,
16400,4,2,,95,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 3 MB,,45,N,
16401,2,4,,58,11,2,3,1,128,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,1
16402,10,3,4,165,5,10,32,7,128,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 1 MB,1 x 19.25 MB,14,Y,
16403,4,2,,130,3,22,40,16,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
16404,4,3,4,62,6,5,7,3,64,Y,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,
16405,16,2,3,120,16,18,24,10,1536,Y,0,N,"16 x 32 kB Instruction
16 x 32 kB Data",16 x 256 kB,1 x 40 MB,14,Y,
16406,6,3,3,130,3,14,41,11,,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,22,Y,
16407,2,3,,35,9,6,9,0,64,N,0,Y,"2 x 64 kB Instruction
2 x 32 kB Data",2 x 512 kB,1 x 4 MB,14,Y,4
16408,4,3,,95,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
16409,6,3,3,140,3,16,28,10,64,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,Y,
16410,2,3,,65,18,19,29,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
16411,10,3,5,125,5,2,3,1,128,N,1,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 20 MB,14,Y,1
16412,14,2,3,105,16,18,24,10,,Y,0,N,"14 x 32 kB Instruction
14 x 32 kB Data",14 x 256 kB,1 x 35 MB,14,Y,
16413,2,3,,65,6,17,23,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,32,Y,15
16414,6,2,4,35,3,7,11,3,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16415,6,2,4,65,4,7,11,3,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16416,6,3,4,95,13,25,43,9,,N,1,N,"3 x 64 kB Instruction
6 x 16 kB Data",3 x 2 MB,1 x 8 MB,32,N,
16417,8,3,,95,13,15,21,9,,N,0,Y,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16418,2,3,,54,6,11,16,6,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,20
16419,4,2,,95,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 3 MB,,45,N,
16420,4,2,,95,21,19,37,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
16421,18,3,4,165,5,10,32,7,128,N,0,N,"18 x 32 kB Instruction
18 x 32 kB Data",18 x 1 MB,1 x 24.75 kB,14,Y,
16422,2,3,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 6 MB,,45,N,
16423,4,3,,84,4,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16424,4,3,4,95,24,23,36,15,,N,0,Y,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,
16425,4,3,3,65,8,6,9,0,,N,1,N,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 4 MB,14,N,3
16426,4,4,4,112,3,8,27,7,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
16427,4,4,,91,6,7,11,3,64,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,1
16428,4,2,,130,3,22,40,16,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
16429,4,3,3,65,15,23,36,15,,N,0,Y,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
16430,4,3,,77,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,14
16431,8,3,4,65,1,4,5,0,64,N,1,N,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,12,Y,
16432,4,4,,125,13,15,21,9,,N,0,Y,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 8 MB,32,N,
16433,4,3,4,65,3,10,14,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,8
16434,18,2,3,145,16,16,26,10,,Y,1,N,"18 x 32 kB Instruction
18 x 32 kB Data",18 x 256 kB,1 x 45 MB,22,Y,
16435,8,3,4,140,3,10,32,7,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 1 MB,1 x 11 MB,14,Y,
16436,2,2,,51,14,10,14,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,14,N,21
16437,6,3,3,140,3,18,33,10,,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,14,Y,
16438,8,2,3,85,16,16,26,10,,Y,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,22,Y,
16439,8,3,3,140,3,18,33,10,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,14,Y,
16440,8,2,3,85,16,18,24,10,1536,Y,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,14,Y,
16441,2,3,,65,6,17,23,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,32,Y,15
16442,2,3,,58,11,7,11,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,9
16443,4,2,,100,22,20,44,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
16444,4,4,,100,19,15,45,17,,N,0,Y,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 1 MB,,32,N,22
16445,2,2,,65,18,19,29,12,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
16446,4,4,4,91,3,8,12,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,7
16447,2,3,,53,17,11,16,6,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
16448,2,2,,65,17,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
16449,2,2,,65,17,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
16450,2,2,,51,14,8,12,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,14,N,19
16451,4,3,,130,3,17,38,11,,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,32,Y,
16452,8,3,4,95,3,5,7,3,128,N,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,8 x 1.5 MB,14,N,1
16453,8,3,3,140,25,16,28,10,64,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,22,Y,
16454,6,2,,95,16,17,25,11,,Y,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,32,Y,
16455,16,2,4,165,5,10,32,7,128,N,1,N,"16 x 32 kB Instruction
16 x 32 kB Data",16 x 1 MB,1 x 22 MB,14,Y,
16456,8,3,4,165,3,10,32,7,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 1 MB,1 x 16.5 MB,14,Y,
16457,6,3,,125,26,19,46,12,,N,0,Y,"6 x 64 kB Instruction
6 x 64 kB Data",6 x 512 kB,1 x 6 MB,45,N,
16458,4,2,,95,3,22,34,14,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
16459,2,3,,54,6,11,16,6,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,20
16460,4,4,4,91,3,10,14,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,8
16461,8,3,3,95,1,6,10,0,,N,0,Y,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,2 x 8 MB,14,Y,
16462,4,3,3,80,27,11,16,6,,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,
16463,4,3,,84,4,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16464,6,2,4,65,4,5,7,3,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,
16465,4,3,,77,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,14
16466,20,2,3,135,16,18,24,10,1536,Y,1,N,"20 x 32 kB Instruction
20 x 32 kB Data",20 x 256 kB,1 x 50 MB,14,Y,
16467,6,3,,95,13,25,43,9,,N,1,Y,"6 x 16 kB Instruction
3 x 64 kB Data",6 x 1 MB,1 x 6 MB,32,N,
16468,10,3,3,140,25,18,33,10,,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 25 MB,14,Y,
16469,4,3,,77,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,14
16470,2,3,,35,9,6,9,0,128,N,1,N,"2 x 64 kB Instruction
2 x 32 kB Data",2 x 512 kB,1 x 4 MB,14,Y,4
16471,2,3,,73,4,26,47,14,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,32,Y,16
16472,12,2,2,105,16,18,24,10,1536,Y,0,N,"12 x 32 kB Instruction
12 x 32 kB Data",12 x 256 kB,1 x 30 MB,14,Y,
16473,4,2,,65,4,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16474,2,3,,55,17,14,19,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
16475,6,3,4,95,4,5,7,3,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,6 x 1.5 MB,14,N,1
16476,4,2,,25,9,21,31,13,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,23
16477,4,2,,82,3,22,34,14,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
16478,2,2,,73,6,26,47,14,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,32,Y,16
16479,8,4,,125,13,15,21,9,,N,0,Y,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16480,2,2,,65,14,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,45,N,
16481,8,4,4,220,13,15,21,9,,N,0,Y,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16482,2,3,,65,17,17,23,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,32,N,16
16483,12,2,3,120,16,16,26,10,,Y,0,N,"12 x 32 kB Instruction
12 x 32 kB Data",12 x 256 kB,1 x 30 MB,22,Y,
16484,2,3,,65,12,15,45,17,,N,0,Y,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,24
16485,6,3,4,140,3,10,32,7,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 1 MB,1 x 8.25 MB,14,Y,
16486,4,1,,80,16,17,25,11,,Y,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,32,N,
16487,6,3,,125,13,15,21,9,,N,0,Y,"3 x 64 kB Instruction
6 x 16 kB Data",3 x 2 MB,1 x 8 MB,32,N,
16488,4,3,4,65,6,2,3,1,128,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,1
16489,10,2,3,95,16,14,35,11,,Y,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 25 MB,22,Y,
16490,1,1,,35,14,20,30,4,,N,1,N,"1 x 32 kB Instruction
1 x 32 kB Data",1 x 512 kB,,65,N,
16491,4,3,3,65,24,13,18,0,,N,0,Y,"2 x 96 kB Instruction
4 x 32 kB Data",2 x 1 MB,,28,N,
16492,12,2,3,130,16,14,35,11,,Y,0,N,"12 x 32 kB Instruction
12 x 32 kB Data",12 x 256 kB,1 x 30 MB,22,Y,
16493,8,3,4,95,13,15,21,9,,Y,0,Y,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16494,2,3,,65,14,7,11,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,14,N,9
16495,2,3,,73,6,26,47,14,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,32,Y,16
16496,4,3,,100,15,15,45,17,,N,0,Y,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 1 MB,,32,N,25
16497,8,3,4,65,3,5,7,3,128,N,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 12 MB,14,N,7
16498,4,3,,100,19,15,48,17,,N,0,Y,"2 x 64 kB Instruction
4 x 16 kB Data",1 x 4 MB,,32,N,26
16499,2,3,,73,6,26,47,14,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,32,Y,16
16500,2,3,,55,6,14,19,8,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,14
16501,4,3,,125,23,19,42,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
16502,2,3,,35,11,7,11,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,9
16503,6,3,4,80,28,7,11,3,64,Y,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,
16504,4,2,,100,29,20,44,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
16505,4,3,,65,6,7,11,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,1
16506,4,3,3,65,8,4,5,0,,N,1,N,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 8 MB,12,N,
16507,8,2,3,135,16,17,25,11,,Y,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,32,Y,
16508,12,2,3,135,16,16,26,10,,Y,0,N,"12 x 32 kB Instruction
12 x 32 kB Data",12 x 256 kB,1 x 30 MB,22,Y,
16509,4,3,,125,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
16510,4,3,3,130,3,14,41,11,,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,22,Y,
16511,4,2,3,65,4,10,14,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,21
16512,4,2,,95,3,22,34,14,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
16513,2,1,,25,20,21,31,13,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,28,N,27
16514,8,4,,125,13,15,21,9,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16515,4,3,,65,3,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,10
16516,2,3,,65,10,9,13,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 6 MB,,45,N,
16517,4,4,4,91,6,5,7,3,64,Y,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,
16518,2,3,,58,14,2,3,1,128,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,N,9
16519,4,3,4,65,3,11,16,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,12
16520,14,3,4,165,5,10,32,7,128,N,0,N,"14 x 32 kB Instruction
14 x 32 kB Data",1214 x 1 MB,1 x 19.25 MB,14,Y,
16521,8,3,,125,13,25,43,9,,N,0,Y,"8 x 16 kB Instruction
4 x 64 kB Data",8 x 1 MB,1 x 8 MB,32,N,
16522,2,2,,65,17,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
16523,4,3,,69,27,14,19,8,,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,
16524,6,3,4,65,4,5,7,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16525,6,3,,130,25,26,49,16,,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,32,Y,
16526,8,3,5,95,28,5,7,3,128,Y,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,28
16527,4,3,,95,13,25,43,9,,N,1,Y,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 8 MB,32,N,
16528,4,3,,130,3,22,40,16,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
16529,4,2,3,65,4,10,14,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
16530,4,3,,130,3,22,40,16,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,45,Y,
16531,4,3,4,71,28,7,11,3,64,Y,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,28
16532,6,3,3,130,16,14,35,11,,Y,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,22,Y,
16533,4,3,3,95,19,23,36,15,,N,0,Y,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
16534,2,3,,65,14,7,11,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,14,N,9
